"compound","Compound_Name","Smiles","match_type","mz","rt"
244,"Naringenin","c12c(c(cc(c1)O)O)C(C(C(O2)c1ccc(cc1)O)O)c1c2c(c(cc1O)O)C(C(C(O2)c1cc(c(cc1)O)O)O)c1c2c(c(cc1O)OC(=O)c1cc(c(c(c1)OCC1OC(C(C1O)O)O)O)O)CC(C(O2)c1ccc(cc1)O)OCC1OC(C(C1O)O)O","mass_only",271.059733,18.835167
246,"Quercetin_Hexose_Hexose,Myricetin_Hexose_Deoxyhexose,4'_methyl_Myricetin_Pentose_Hexose","c12c(c(cc(c1)O)O)c(=O)c(c(o2)c1cc(c(cc1)O)O)OC1OC(C(C(C1O)O)OC1OC(C(C(C1O)O)O)CO)CO,c12c(c(cc(c1)O)O)c(=O)c(c(o2)c1cc(c(c(c1)O)O)O)OC1OC(C(C(C1O)O)OC1OC(C(C(C1O)O)O)CO)C,c12c(c(cc(c1)O)O)c(=O)c(c(o2)c1cc(c(c(c1)O)OC)O)OC1OC(C(C(C1O)O)OC1OC(C(C1O)O)CO)CO","mass_only",625.140176,9.886831
251,"Di_Catechin_Type_B_Coumarate_Coumarate","c12c(c(cc(c1)O)O)C(C(C(O2)c1ccc(c(c1)O)O)O)c1c2c(c(cc1O)O)CC(C(O2)c1ccc(c(c1)OC(=O)/C=C/c1ccc(cc1)OC(=O)/C=C/c1ccc(cc1)O)O)O","in silico",869.22854,14.003
255,"Digallate","O(C(=O)c1cc(c(c(c1)O)O)O)c1c(cc(cc1O)C(=O)O)O","mass_only",321.024038,9.823809
256,"Di_Gallocatechin_Type_B_Gallate_Gallate","c12c(c(cc(c1)O)O)C(C(C(O2)c1cc(c(c(c1)O)O)O)O)c1c2c(c(cc1O)OC(=O)c1cc(c(c(c1)OC(=O)c1cc(c(c(c1)O)O)O)O)O)CC(C(O2)c1cc(c(c(c1)O)O)O)O","in silico",913.144011,10.757684
262,"Di_Gallocatechin_Type_B_Gallate","c12c(c(cc(c1)O)O)C(C(C(O2)c1cc(c(c(c1)O)O)O)O)c1c2c(c(cc1O)OC(=O)c1cc(c(c(c1)O)O)O)CC(C(O2)c1cc(c(c(c1)O)O)O)O","in silico",761.134952,6.959259
267,"Di_Afzelechin_Type_B_Hexose_Coumarate,Afzelechin_Catechin_Type_B_Hexose_Cinnamate,Afzelechin_Catechin_Type_B_Deoxyhexose_Coumarate,Afzelechin_Gallocatechin_Type_B_Deoxyhexose_Cinnamate","c12c(c(cc(c1)O)O)C(C(C(O2)c1ccc(cc1)O)O)c1c2c(c(cc1O)O)CC(C(O2)c1ccc(cc1)O)OC(=O)/C=C/c1ccc(cc1)OC1OC(C(C(C1O)O)O)CO,c12c(c(cc(c1)O)O)C(C(C(O2)c1cc(c(cc1)O)O)O)c1c2c(c(cc1O)OC1C(O)OC(C(C1O)O)CO)CC(C(O2)c1ccc(cc1)OC(=O)/C=C/c1ccccc1)O,c12c(c(cc(c1)O)O)C(C(C(O2)c1cc(c(cc1)O)O)O)c1c2c(c(cc1O)OC1C(O)OC(C(C1O)O)C)CC(C(O2)c1ccc(cc1)OC(=O)/C=C/c1ccc(cc1)O)O,c12c(c(cc(c1)O)O)C(C(C(O2)c1cc(c(c(c1)O)O)O)O)c1c2c(c(cc1O)OC1C(O)OC(C(C1O)OC(=O)/C=C/c1ccccc1)C)CC(C(O2)c1ccc(cc1)O)O","mass_only",853.2346,16.24155
280,"1,6-di-O-galloyl-beta-D-Glc|1,6-di-O-galloyl-beta-D-glucopyranose|1,6-di-O-galloyl-beta-D-glucose|1,6-di-O-galloyl-beta-glucopyranoside|1,6-Di-O-galloyl-?-glucose|1,6-Digalloyl glucopyranose|1,6-digalloyl-beta-D-glucopiranoside|NP-002973","OC1C(O)C(COC(=O)c2cc(O)c(O)c(O)c2)OC(OC(=O)c3cc(O)c(O)c(O)c3)C1O","in silico UNPD",483.076889,7.892068
284,"Tyramine_4Gallate","O(c1ccc(cc1)CCN)C(=O)c1cc(c(c(c1)OC(=O)c1cc(c(c(c1)O)O)O)OC(=O)c1cc(c(c(c1)O)O)O)OC(=O)c1cc(c(c(c1)O)O)O","mass_only",744.121315,12.477862
292,"Tyramine_Gallate","O(c1ccc(cc1)CCN)C(=O)c1cc(c(c(c1)O)O)O","mass_only",288.08735,7.105888
293,"Catechin_Hexose_Coumarate","c12c(c(cc(c1)O)O)CC(C(O2)c1ccc(c(c1)O)O)OC(=O)/C=C/c1ccc(cc1)OC1C(C(C(C(O1)CO)O)O)O","in silico",597.160433,11.708067
296,"4'_methyl_Myricetin_Hexose_Hexose_Hexose","c12c(c(cc(c1)O)O)c(=O)c(c(o2)c1cc(c(c(c1)O)OC)O)OC1OC(C(C(C1O)O)OC1OC(C(C(C1O)O)OC1OC(C(C(C1O)O)O)CO)CO)CO","mass_only",817.205308,14.085377
302,"Eriodictyol","c12c(c(cc(c1)O)O)C(C(C(O2)c1ccc(cc1)O)O)c1c2c(c(cc1O)O)C(C(C(O2)c1cc(c(cc1)O)O)O)c1c2c(c(cc1O)OCC1OC(C(C1O)O)O)CC(C(O2)c1ccc(cc1)O)OCC1OC(C(C1O)O)O","mass_only",287.054922,6.912855
308,"N/A","OCC1OC(OC2=C(Oc3cc(O)cc(O)c3C2=O)c4ccc(O)c(O)c4)C(O)C(O)C1OC(=O)c5cc(O)c(O)c(O)c5","in silico UNPD",615.097946,10.776655
310,"Gallocatechin_Gallate_Gallate_Gallate","c12c(c(cc(c1)O)O)CC(C(O2)c1cc(c(c(c1)O)O)O)OC(=O)c1cc(c(c(c1)O)O)OC(=O)c1cc(c(c(c1)O)O)OC(=O)c1cc(c(c(c1)O)O)O","in silico",761.098657,12.378776
326,"2-Hydroxy-4-(3-hydroxy-5-methylphenoxy)-6-methylbenzoic acid","Cc1cc(O)cc(Oc2cc(C)c(C(=O)O)c(O)c2)c1","in silico UNPD",273.0764,8.362
329,"Quinic_Acid_4Gallate","O[C@]1(C[C@@H](OC(=O)c2cc(O)c(O)c(OC(=O)c3cc(c(c(c3)O)O)O)c2)[C@@H](OC(=O)c2cc(O)c(O)c(O)c2)[C@H](OC(=O)c2cc(O)c(O)c(O)c2)C1)C(=O)O","mass_only",799.099208,10.79781
334,"Di_Catechin_Type_B_Gallate_Gallate","c12c(c(cc(c1)O)O)C(C(C(O2)c1ccc(c(c1)O)O)O)c1c2c(c(cc1O)OC(=O)c1cc(c(c(c1)OC(=O)c1cc(c(c(c1)O)O)O)O)O)CC(C(O2)c1ccc(c(c1)O)O)O","in silico",881.153886,13.66858
339,"AcacicAcid_Cinnamyl_HexopyranuronicAcidGlycoside","OCC1OC(OC2CC3(C(=O)OC4OC(C(=O)O)C(C(C4O)O)O)C(O)CC4(C(=CCC5C4(C)CCC4C5(C)CCC(C4(C)C)OC(=O)C=Cc4ccccc4)C3CC2(C)C)C)C(C(C1O)O)O","in silico",955.48782,21.62516
343,"(4-beta-D-glucopyranosyloxy)-3-hydroxyphenyl caffeate","OCC1OC(Oc2ccc(OC(=O)C=Cc3ccc(O)c(O)c3)cc2O)C(O)C(O)C1O","in silico UNPD",449.107838,10.377194
344,"Catechin_Epicatechin monomer","c12c(c(cc(c1)O)O)CC(C(O2)c1ccc(c(c1)O)O)O","mass_only",289.070804,12.473248
345,"ReSpect:PT204590 Procyanidin B1|(-)-Epicatechin-(4-beta-8)-(+)-catechin|cis,trans''-4,8''-Bi-(3,3',4',5,7-pentahydroxyflavane)|(2R,3R,4R)-2-(3,4-dihydroxyphenyl)-4-[(2R,3S)-2-(3,4-dihydroxyphenyl)-3,5,7-trihydroxychro","C1C(C(OC2=C1C(=CC(=C2C3C(C(OC4=CC(=CC(=C34)O)O)C5=CC(=C(C=C5)O)O)O)O)O)C6=CC(=C(C=C6)O)O)O","GNPS databases",577.133671,9.717143
346,"epicatechin-(4beta?8)-epicatechin-(4beta?8)-epicatechin-(4beta?6)-epicatechin","OC1Cc2c(O)c(C3C(O)C(Oc4c3c(O)cc(O)c4C5C(O)C(Oc6c5c(O)cc(O)c6C7C(O)C(Oc8cc(O)cc(O)c78)c9ccc(O)c(O)c9)c%10ccc(O)c(O)c%10)c%11ccc(O)c(O)c%11)c(O)cc2OC1c%12ccc(O)c(O)c%12","in silico UNPD",1153.259206,9.483524
351,"p-m-p-trigallic acid","OC(=O)c1cc(O)c(OC(=O)c2cc(O)c(O)c(OC(=O)c3cc(O)c(O)c(O)c3)c2)c(O)c1","in silico UNPD",473.035106,11.595799
352,"Quinic_Acid_Gallate","O[C@]1(C[C@@H](O)[C@@H](O)[C@H](OC(=O)c2cc(O)c(O)c(O)c2)C1)C(=O)O","mass_only",343.066025,1.206512
356,"Tyrosine","c1(ccc(cc1)OC(=O)c1cc(O)c(O)c(OC(=O)c2cc(O)c(O)c(O)c2)c1)CC(C(=O)O)N","mass_only",180.065841,1.237969
364,"epicatechin-(4beta-6)-epicatechin-(4beta-8)-epecatechin","OC1Cc2c(O)c(O)cc(C3C(O)C(Oc4cc(O)c(C5C(O)C(Oc6cc(O)cc(O)c56)c7ccc(O)c(O)c7)c(O)c34)c8ccc(O)c(O)c8)c2OC1c9ccc(O)c(O)c9","in silico UNPD",865.195916,9.300276
365,"Di_Gallocatechin_Type_B_Coumarate","c12c(c(cc(c1)O)O)C(C(C(O2)c1cc(c(c(c1)O)O)O)O)c1c2c(c(cc1O)O)CC(C(O2)c1cc(c(c(c1)OC(=O)/C=C/c1ccc(cc1)O)O)O)O","in silico",755.16042,10.46168
368,"DiCE_DiGluc_DiCinnamate","c12c(c(cc(c1)OC(=O)/C=C/c1ccccc1)O)C(C(C(O2)c1ccc(c(c1)O)O)O)c1c2c(c(cc1O)OC(=O)/C=C/c1ccccc1)CC(C(O2)c1ccc(c(c1)O)OCC1OC(O)C(O)C(C1OC1OC(C(C(C1O)O)O)CO)O)O","mass_only",1161.319836,16.294971
376,"catechin-(3'->0->3''')-afzelechin","OC1Cc2c(O)cc(O)cc2OC1c3ccc(O)c(Oc4cc(ccc4O)C5Oc6cc(O)cc(O)c6CC5O)c3","in silico UNPD",561.139463,10.811863
377,"NCGC00385650-01![(2R,3R,4R,5R,6S)-5-hydroxy-3,4,6-tris[(3,4,5-trihydroxybenzoyl)oxy]oxan-2-yl]methyl 3,4,5-trihydroxybenzoate","O[C@H]1[C@H](OC(=O)C2=CC(O)=C(O)C(O)=C2)O[C@H](COC(=O)C3=CC(O)=C(O)C(O)=C3)[C@@H](OC(=O)C4=CC(O)=C(O)C(O)=C4)[C@@H]1OC(=O)C5=CC(O)=C(O)C(O)=C5","GNPS databases",787.093367,11.0385
379,"Quinic_Acid","O[C@]1(C[C@@H](O)[C@@H](O)[C@H](O)C1)C(=O)O","mass_only",191.055547,2.00747
385,"Kaempferol_Cinnamate_Coumarate,Quercetin_Cinnamate_Cinnamate","c12c(c(cc(c1)O)OC(=O)/C=C/c1ccccc1)c(=O)c(c(o2)c1ccc(cc1)O)OC(=O)/C=C/c1ccc(cc1)O,c12c(c(cc(c1)O)O)c(=O)c(c(o2)c1cc(c(cc1)OC(=O)/C=C/c1ccccc1)O)OC(=O)/C=C/c1ccccc1","mass_only",561.1214,13.2149
388,"Di_Gallocatechin_Type_B","c12c(c(cc(c1)O)O)C(C(C(O2)c1cc(c(c(c1)O)O)O)O)c1c2c(c(cc1O)O)CC(C(O2)c1cc(c(c(c1)O)O)O)O","in silico",609.123684,4.763081
390,"TriGC_EGC_MonoCoumarate","c12c(c(cc(c1)O)O)C(C(C(O2)c1cc(c(c(c1)O)O)O)O)c1c2c(c(cc1O)O)C(C(C(O2)c1cc(c(c(c1)O)O)O)O)c1c2c(c(cc1O)O)CC(C(O2)c1cc(c(c(c1)OC(=O)/C=C/c1ccc(O)cc1)O)O)O","mass_only",1059.217557,12.351218
391,"Di_Gallocatechin_Type_B","c12c(c(cc(c1)O)O)C(C(C(O2)c1cc(c(c(c1)O)O)O)O)c1c2c(c(cc1O)O)CC(C(O2)c1cc(c(c(c1)O)O)O)O","in silico",609.123814,2.64453
394,"NCGC00347780-02_C38H61NO9_3-[(2-Acetamido-2-deoxyhexopyranosyl)oxy]-16-hydroxyolean-12-en-28-oic acid","CC(=O)NC1C(O)C(O)C(CO)OC1OC2CCC3(C)C(CCC4(C)C3C\C=C5\C6CC(C)(C)CCC6(C(O)CC45C)C(O)=O)C2(C)C","GNPS databases",674.427609,23.112918
395,"3-O-beta-D-xylopyranosyl(1-->2)-beta-D-galactopyranosyl(1-->3)-beta-D-glucopyranosyloleanolic acid 28-O-beta-D-glucopyranosyl ester|elatoside C","CC1(C)CCC2(CCC3(C)C(=CCC4C5(C)CCC(OC6OC(CO)C(O)C(OC7OC(CO)C(O)C(O)C7OC8OCC(O)C(O)C8O)C6O)C(C)(C)C5CCC34C)C2C1)C(=O)OC9OC(CO)C(O)C(O)C9O","in silico UNPD",1073.5495,23.3703
396,"Di_Catechin_Type_B_Gallate_Gallate","c12c(c(cc(c1)O)O)C(C(C(O2)c1ccc(c(c1)O)O)O)c1c2c(c(cc1O)OC(=O)c1cc(c(c(c1)OC(=O)c1cc(c(c(c1)O)O)O)O)O)CC(C(O2)c1ccc(c(c1)O)O)O","in silico",881.151685,12.709412
400,"3,4'-Di-O-galloylepicatechin","Oc1cc(O)c2CC(OC(=O)c3cc(O)c(O)c(O)c3)C(Oc2c1)c4cc(O)c(OC(=O)c5ccc(O)c(O)c5O)c(O)c4","in silico UNPD",609.087549,10.922563
405,"MoNA:2899716 4',5,7-Trihydroxy-3'-methoxy-flavone","N/A","GNPS databases",299.055544,12.085778
406,"Catechin_Epicatechin_Deoxyhexose,Afzelechin_Epiafzelechin_Hexose","c12c(c(cc(c1)O)O)CC(C(O2)c1ccc(c(c1)O)O)OC1C(C(C(C(O1)C)O)O)O,c12c(c(cc(c1)O)O)CC(C(O2)c1ccc(cc1)O)OC1C(C(C(C(O1)CO)O)O)O","mass_only",435.1297,11.7897
408,"TriCE_DiGluc_DiCinnamate","c12c(c(cc(c1)O)O)C(C(C(O2)c1ccc(c(c1)O)OCC1OC(O)C(O)C(C1O)O)O)c1c2c(c(cc1O)O)C(C(C(O2)c1ccc(c(c1)O)O)O)c1c2c(c(cc1O)OC(=O)/C=C/c1ccccc1)CC(C(O2)c1ccc(c(c1)O)OCC1OC(O)C(O)C(C1O)O)OC(=O)/C=C/c1ccccc1","mass_only",1449.3848,18.3133
409,"5'''-Hydroxy,3',5'''-bis(3,4,5-trihydroxybenzoyl)-(2R,2'R,3R,3'R,4R)-3,3',4',5,7-Pentahydroxyflavan(4?6)-3,3',4',5,6-pentahydroxyflavan","OC1C(Oc2cc(O)cc(O)c2C1c3c(O)cc4OC(C(Cc4c3O)OC(=O)c5cc(O)c(O)c(O)c5)c6cc(O)c(O)c(OC(=O)c7cc(O)c(O)c(O)c7)c6)c8ccc(O)c(O)c8","in silico UNPD",897.15055,10.289375
413,"NCGC00179867-02![(2R,3R,4S,5R,6S)-3,5-dihydroxy-4,6-bis[(3,4,5-trihydroxybenzoyl)oxy]oxan-2-yl]methyl 3,4,5-trihydroxybenzoate","O[C@@H]1[C@@H](COC(=O)C2=CC(O)=C(O)C(O)=C2)O[C@@H](OC(=O)C3=CC(O)=C(O)C(O)=C3)[C@H](O)[C@H]1OC(=O)C4=CC(O)=C(O)C(O)=C4","GNPS databases",635.087539,8.586733
418,"4'_methyl_Myricetin_Gallate_Gallate","c12c(c(cc(c1)O)O)c(=O)c(c(o2)c1cc(c(c(c1)O)OC)O)OC(=O)c1cc(c(c(c1)OC(=O)c1cc(c(c(c1)O)O)O)O)O","mass_only",635.06727,12.425426
419,"Di_Hydro_Quercetin_Gallate_Gallate","c12c(c(cc(c1)O)O)C(=O)C(C(O2)c1cc(c(cc1)O)O)OC(=O)c1cc(c(c(c1)OC(=O)c1cc(c(c(c1)O)O)O)O)O","mass_only",607.071922,11.035247
421,"Di_Gallocatechin_Type_B_Gallate_Gallate","c12c(c(cc(c1)O)O)C(C(C(O2)c1cc(c(c(c1)O)O)O)O)c1c2c(c(cc1O)OC(=O)c1cc(c(c(c1)OC(=O)c1cc(c(c(c1)O)O)O)O)O)CC(C(O2)c1cc(c(c(c1)O)O)O)O","in silico",913.144002,8.422733
427,"NCGC00385598-01!(2R,3R)-2-(3,4-dihydroxyphenyl)-5,7-dihydroxy-3-[(2S,3R,4S,5S,6R)-3,4,5-trihydroxy-6-(hydroxymethyl)oxan-2-yl]oxy-2,3-dihydrochromen-4-one","OC[C@H]1O[C@@H](O[C@@H]2[C@H](OC3=CC(O)=CC(O)=C3C2=O)C4=CC(O)=C(O)C=C4)[C@H](O)[C@@H](O)[C@@H]1O","GNPS databases",465.09387,11.006287
433,"NCGC00385598-01!(2R,3R)-2-(3,4-dihydroxyphenyl)-5,7-dihydroxy-3-[(2S,3R,4S,5S,6R)-3,4,5-trihydroxy-6-(hydroxymethyl)oxan-2-yl]oxy-2,3-dihydrochromen-4-one","OC[C@H]1O[C@@H](O[C@@H]2[C@H](OC3=CC(O)=CC(O)=C3C2=O)C4=CC(O)=C(O)C=C4)[C@H](O)[C@@H](O)[C@@H]1O","GNPS databases",465.102283,9.149833
436,"Eriodictyol","c12c(c(cc(c1)O)O)C(C(C(O2)c1ccc(cc1)O)O)c1c2c(c(cc1O)O)C(C(C(O2)c1cc(c(cc1)O)O)O)c1c2c(c(cc1O)OCC1OC(C(C1O)O)O)CC(C(O2)c1ccc(cc1)O)OCC1OC(C(C1O)O)O","mass_only",287.055175,16.865677
443,"Catechin_Gallate_Gallate","c12c(c(cc(c1)O)O)CC(C(O2)c1ccc(c(c1)O)O)OC(=O)c1cc(c(c(c1)O)O)OC(=O)c1cc(c(c(c1)O)O)O","in silico",593.092334,12.676944
449,"Di_Gallocatechin_Type_B_Gallate","c12c(c(cc(c1)O)O)C(C(C(O2)c1cc(c(c(c1)O)O)O)O)c1c2c(c(cc1O)OC(=O)c1cc(c(c(c1)O)O)O)CC(C(O2)c1cc(c(c(c1)O)O)O)O","in silico",761.13376,8.095926
450,"Monogallate","OC(=O)c1cc(c(c(c1)O)O)O","mass_only",169.013407,1.688208
457,"1,6-di-O-galloyl-2-O-p-coumaroyl-beta-D-glucose|4??Ç?Ç?Hydroxy-beta-D-Pyranose-2-Cinnamoyl-1, 6-digalloylglucose","OC1C(O)C(OC(=O)C=Cc2ccc(O)cc2)C(OC(=O)c3cc(O)c(O)c(O)c3)OC1COC(=O)c4cc(O)c(O)c(O)c4","in silico UNPD",629.1137,12.91632
465,"taraninin","OC1Cc2c(O)cc(O)c(C3C(OC(=O)c4cc(O)c(O)c(O)c4)C(Oc5c(C6C(O)C(Oc7cc(O)cc(O)c67)c8cc(O)c(O)c(O)c8)c(O)cc(O)c35)c9cc(O)c(O)c(O)c9)c2OC1c%10cc(O)c(O)c(O)c%10","in silico UNPD",1065.188487,8.467668
468,"Di_Catechin_Type_B_Hexose_Cinnamate_Hexose,Di_Catechin_Type_B_Deoxyhexose_Coumarate_Hexose,Di_Gallocatechin_Type_B_Deoxyhexose_Cinnamate_Deoxyhexose","c12c(c(cc(c1)O)O)C(C(C(O2)c1ccc(c(c1)O)O)O)c1c2c(c(cc1O)OC(=O)/C=C/c1ccccc1)CC(C(O2)c1ccc(c(c1)O)OCC1OC(O)C(O)C(C1OC1OC(C(C(C1O)O)O)CO)O)O,c12c(c(cc(c1)O)O)C(C(C(O2)c1ccc(c(c1)O)O)O)c1c2c(c(cc1O)OC1C(O)OC(C(C1O)O)CO)CC(C(O2)c1ccc(c(c1)OC(=O)/C=C/c1ccc(cc1)OC1OC(C(C(C1O)O)O)C)O)O,c12c(c(cc(c1)O)O)C(C(C(O2)c1cc(c(c(c1)O)O)O)O)c1c2c(c(cc1O)OC(=O)/C=C/c1ccccc1)CC(C(O2)c1cc(c(c(c1)OC1OC(C(C(C1O)O)OC1OC(C(C(C1O)O)O)C)C)O)O)O","mass_only",1031.278814,12.850882
474,"4-O-(6'-O-galloyl-beta-D-glucopyranosyl)-cis-p-coumaric acid|4-O-(6'-O-Galloyl-?-D-glucopyranosyl)-cis-p-coumaric acid","OC1C(O)C(COC(=O)c2cc(O)c(O)c(O)c2)OC(Oc3ccc(C=C/C(=O)O)cc3)C1O","in silico UNPD",477.10268,11.375242
475,"Rutin","O=C1C2=C(C=C(C=C2OC(C3=CC=C(C(O)=C3)O)=C1O[C@@H]4[C@@H](O)[C@H](O)[C@@H](O)[C@H](CO[C@H]5O[C@H](C)[C@@H](O)[C@H](O)[C@@H]5O)O4)O)O","GNPS databases",609.145294,11.021032
480,"Di_hydro_Myricetin_Hexose_Hexose_Hexose","c12c(c(cc(c1)O)O)C(=O)C(C(O2)c1cc(c(c(c1)O)O)O)OC1OC(C(C(C1O)O)OC1OC(C(C(C1O)O)OC1OC(C(C(C1O)O)O)CO)CO)CO","mass_only",805.2146,16.689
491,"Nuezhenidic acid","COC(=O)C1=COC(OC2OC(CO)C(O)C(O)C2O)C(O)(CC(=O)O)C1CC(=O)O","in silico UNPD",451.10184,13.75812
493,"(24R)-3beta,24,25-trihydroxycucurbit-5-en-11-one-3-O-(4-O-acetyl-alpha-L-rhamnopyranosyl)-(1->2)-beta-D-glucopyranoside|bryonioside C","CC(CCC(O)C(C)(C)O)C1CCC2(C)C3CC=C4C(CCC(OC5OC(CO)C(O)C(O)C5OC6OC(C)C(OC(=O)C)C(O)C6O)C4(C)C)C3(C)C(=O)CC12C","in silico UNPD",823.4853,24.9844
494,"TriCE_DiGluc_MonoCinnamate","c12c(c(cc(c1)O)O)C(C(C(O2)c1ccc(c(c1)O)OCC1OC(O)C(O)C(C1O)O)O)c1c2c(c(cc1O)O)C(C(C(O2)c1ccc(c(c1)O)O)O)c1c2c(c(cc1O)O)CC(C(O2)c1ccc(c(c1)O)OCC1OC(O)C(O)C(C1O)O)OC(=O)/C=C/c1ccccc1","mass_only",1319.3439,14.9986
500,"pitheduloside K","CC1(C)CCC2(C(O)CC3(C)C(=CCC4C5(C)CCC(OC6OC(COC7OCC(O)C(O)C7OC8OCC(O)C(O)C8O)C(O)C(O)C6OC9OC(CO)C(O)C(O)C9O)C(C)(C)C5CCC34C)C2C1)C(=O)O","in silico UNPD",1059.53625,20.62215
502,"Di_Catechin_Type_B_Coumarate","c12c(c(cc(c1)O)O)C(C(C(O2)c1ccc(c(c1)O)O)O)c1c2c(c(cc1O)O)CC(C(O2)c1ccc(c(c1)OC(=O)/C=C/c1ccc(cc1)O)O)O","in silico",723.171663,12.924105
505,"Avicularin","OC1=C(C=C(C=C1)C2=C(C(C3=C(C=C(C=C3O2)O)O)=O)OC4OC(C(C4O)O)CO)O","GNPS databases",433.076373,11.91656
511,"myricetin 3-O-(2'',3''-di-O-galloyl)-alpha-rhamnopyranoside","CC1OC(OC2=C(Oc3cc(O)cc(O)c3C2=O)c4cc(O)c(O)c(O)c4)C(OC(=O)c5cc(O)c(O)c(O)c5)C(OC(=O)c6cc(O)c(O)c(O)c6)C1O","in silico UNPD",767.109885,14.721458
524,"3-O-galloyl-(-)-epicatechin","Oc1cc(O)c2CC(OC(=O)c3ccc(O)c(O)c3O)C(Oc2c1)c4ccc(O)c(O)c4","in silico UNPD",441.081195,13.656574
531,"4-O-(6'-O-galloyl-beta-D-glucopyranosyl)-cis-p-coumaric acid|4-O-(6'-O-Galloyl-?-D-glucopyranosyl)-cis-p-coumaric acid","OC1C(O)C(COC(=O)c2cc(O)c(O)c(O)c2)OC(Oc3ccc(C=C/C(=O)O)cc3)C1O","in silico UNPD",477.102577,10.586822
539,"epicatechin-(4beta-8)-epicatechin 3-O-gallate-(4beta-8)-catechin","OC1Cc2c(O)cc(O)c(C3C(OC(=O)c4cc(O)c(O)c(O)c4)C(Oc5c(C6C(O)C(Oc7cc(O)cc(O)c67)c8ccc(O)c(O)c8)c(O)cc(O)c35)c9ccc(O)c(O)c9)c2OC1c%10ccc(O)c(O)c%10","in silico UNPD",1017.205,11.361917
540,"Gallocatechin_Catechin_Type_B_Pentose_Coumarate,Di_Gallocatechin_Type_B_Pentose_Cinnamate","c12c(c(cc(c1)O)O)C(C(C(O2)c1cc(c(c(c1)O)O)O)O)c1c2c(c(cc1O)O)CC(C(O2)c1ccc(c(c1)OC(=O)/C=C/c1ccc(cc1)OCC1OC(C(C1O)O)O)O)O,c12c(c(cc(c1)O)O)C(C(C(O2)c1cc(c(c(c1)O)O)O)O)c1c2c(c(cc1O)OC(=O)/C=C/c1ccccc1)CC(C(O2)c1cc(c(c(c1)OCC1OC(C(C1O)O)O)O)O)O","mass_only",871.21586,9.3779
550,"Catechin_Hexose_Coumarate","c12c(c(cc(c1)O)O)CC(C(O2)c1ccc(c(c1)O)O)OC(=O)/C=C/c1ccc(cc1)OC1C(C(C(C(O1)CO)O)O)O","in silico",597.160595,12.377074
555,"AcetylglucosamineGlycoside_EchinocysticLactoneBridge_Pyranoside","OCC1OC(OCC2OC(OC3CCC4(C(C3(C)C)CCC3(C4CCC45C3(C)CC(C3(C5CC(C)(C)CC3)C(=O)O4)O)C)C)C(C(C2O)O)NC(=O)C)C(C(C1O)O)O","in silico",836.479156,20.5595
563,"TriCE_DiHexose","c12c(c(cc(c1)O)O)C(C(C(O2)c1ccc(c(c1)O)O)O)c1c2c(c(cc1O)O)C(C(C(O2)c1ccc(c(c1)O)O)O)c1c2c(c(cc1O)OC(=O)c1cc(c(c(c1)O)O)OC(=O)c1cc(c(c(c1)O)O)O)CC(C(O2)c1ccc(c(c1)O)OC(=O)c1cc(c(c(c1)O)O)O)OC1OC(C(C(C1O)O)OC1OC(C(C(C1O)O)O)C)C","mass_only",1189.300775,5.786188
568,"ReSpect:PT204590 Procyanidin B1|(-)-Epicatechin-(4-beta-8)-(+)-catechin|cis,trans''-4,8''-Bi-(3,3',4',5,7-pentahydroxyflavane)|(2R,3R,4R)-2-(3,4-dihydroxyphenyl)-4-[(2R,3S)-2-(3,4-dihydroxyphenyl)-3,5,7-trihydroxychro","C1C(C(OC2=C1C(=CC(=C2C3C(C(OC4=CC(=CC(=C34)O)O)C5=CC(=C(C=C5)O)O)O)O)O)C6=CC(=C(C=C6)O)O)O","GNPS databases",577.133893,11.300057
570,"Apigenin","c12c(c(cc(c1)O)O)C(C(C(O2)c1ccc(cc1)O)O)c1c2c(c(cc1O)O)C(C(C(O2)c1cc(c(cc1)O)O)O)c1c2c(c(cc1O)OC(=O)c1cc(c(c(c1)OCC1OC(C(C1O)O)O)O)O)CC(C(O2)c1ccc(cc1)OC(=O)c1cc(c(c(c1)O)O)OCC1OC(C(C1O)O)O)O","mass_only",269.044464,15.555707
575,"Di_Hydro_Quercetin_Gallate","c12c(c(cc(c1)O)O)C(=O)C(C(O2)c1cc(c(cc1)O)O)OC(=O)c1cc(c(c(c1)O)O)O","mass_only",455.060415,13.387131
581,"naringenin 7-O-(6''-O-galloyl)-glucoside|naringenin 7-O-beta-(6''-galloylglucopyranoside)|Prunin-O-6''-gallat","OC1C(O)C(COC(=O)c2cc(O)c(O)c(O)c2)OC(Oc3cc(O)c4C(=O)CC(Oc4c3)c5ccc(O)cc5)C1O","in silico UNPD",585.124015,14.962585
585,"Di_Catechin_Type_B_Cinnamate","c12c(c(cc(c1)O)O)C(C(C(O2)c1ccc(c(c1)O)O)O)c1c2c(c(cc1O)OC(=O)/C=C/c1ccccc1)CC(C(O2)c1ccc(c(c1)O)O)O","in silico",707.176543,16.565957
