#Scan#	Adduct	CAS_Number	Charge	Compound_Name	Compound_Source	Data_Collector	ExactMass	INCHI	INCHI_AUX	Instrument	IonMode	Ion_Source	LibMZ	LibraryName	LibraryQualityString	Library_Class	MQScore	MZErrorPPM	MassDiff	Organism	PI	Precursor_MZ	Pubmed_ID	RT_Query	SharedPeaks	Smiles	SpecCharge	SpecMZ	SpectrumFile	SpectrumID	TIC_Query	UpdateWorkflowName	tags	internalFilename
2030	M-H	58-96-8	0	URIDINE	Commercial standard	Prasad	244.07	N/A	N/A	Q-Exactive Plus	Negative	LC-ESI	243.062	lib-00012.mgf	Gold	1	0.897084	0.753328	0.000183105	GNPS-EMBL-MCF	Alexandrov Theodore	243.062	6029	0	7	C1=CN(C(=O)NC1=O)C2C(C(C(O2)CO)O)O	1	243.062	specs_ms.pklbin	CCMSLIB00000578126	29113.6	UPDATE-SINGLE-ANNOTATED-GOLD	 	specs_ms.pklbin
2339	M-H	n/a	1	NCGC00347780-02_C38H61NO9_3-[(2-Acetamido-2-deoxyhexopyranosyl)oxy]-16-hydroxyolean-12-en-28-oic acid	isolated	lfnothias	675.435	InChI=1S/C38H61NO9/c1-20(41)39-28-30(44)29(43)23(19-40)47-31(28)48-27-12-13-35(6)24(34(27,4)5)11-14-36(7)25(35)10-9-21-22-17-33(2,3)15-16-38(22,32(45)46)26(42)18-37(21,36)8/h9,22-31,40,42-44H,10-19H2,1-8H3,(H,39,41)(H,45,46)	N/A	Maxis II HD Q-TOF Bruker	negative	LC-ESI	674.427	lib-00017.mgf	Gold	1	0.893236	0.904993	0.000610352	GNPS-NIH-NATURALPRODUCTSLIBRARY_ROUND2_NEGATIVE	Jadhav/Dorrestein	674.427	n/a	0	14	CC(=O)NC1C(O)C(O)C(CO)OC1OC2CCC3(C)C(CCC4(C)C3C\C=C5\C6CC(C)(C)CCC6(C(O)CC45C)C(O)=O)C2(C)C	1	674.428	specs_ms.pklbin	CCMSLIB00000849944	612074	UPDATE-SINGLE-ANNOTATED-GOLD	 	specs_ms.pklbin
647	[M+H]	29106-49-8	1	ReSpect:PT204580 Procyanidin B2|(-)-Epicatechin-(4-beta-8)-(-)-epicatechin|4,8'-Bi((+)-epicatechin))|cis,cis'-4,8'-Bi(3,3',4',5,7-pentahydroxyflavane)|(2R,3R,4R)-2-(3,4-dihydroxyphenyl)-4-[(2R,3R)-2-(3,4-dihydroxyphen	Isolated	ReSpect	0.0	1/C30H26O12/c31-13-7-20(37)24-23(8-13)41-29(12-2-4-16(33)19(36)6-12)27(40)26(24)25-21(38)10-17(34)14-9-22(39)28(42-30(14)25)11-1-3-15(32)18(35)5-11/h1-8,10,22,26-29,31-40H,9H2/t22-,26-,27-,28-,29-/m1/s1	N/A	LC-Q-TOF/MS	Positive	ESI	577.135	lib-00007.mgf	Bronze	3	0.891454	1.79784	0.0010376	RESPECT	Putative ReSpect Match	577.135	N/A	0	15	C1C(C(OC2=C1C(=CC(=C2C3C(C(OC4=CC(=CC(=C34)O)O)C5=CC(=C(C=C5)O)O)O)O)O)C6=CC(=C(C=C6)O)O)O	1	577.134	specs_ms.pklbin	CCMSLIB00000222141	6.26087e+06	UPDATE-SINGLE-ANNOTATED-BRONZE	 	specs_ms.pklbin
71	[M+H]	20315-25-7	1	ReSpect:PT204590 Procyanidin B1|(-)-Epicatechin-(4-beta-8)-(+)-catechin|cis,trans''-4,8''-Bi-(3,3',4',5,7-pentahydroxyflavane)|(2R,3R,4R)-2-(3,4-dihydroxyphenyl)-4-[(2R,3S)-2-(3,4-dihydroxyphenyl)-3,5,7-trihydroxychro	Isolated	ReSpect	0.0	1/C30H26O12/c31-13-7-20(37)24-23(8-13)41-29(12-2-4-16(33)19(36)6-12)27(40)26(24)25-21(38)10-17(34)14-9-22(39)28(42-30(14)25)11-1-3-15(32)18(35)5-11/h1-8,10,22,26-29,31-40H,9H2/t22-,26+,27+,28+,29+/m0/s1	N/A	LC-Q-TOF/MS	Positive	ESI	577.135	lib-00007.mgf	Bronze	3	0.89123	2.00935	0.00115967	RESPECT	Putative ReSpect Match	577.135	N/A	0	14	C1C(C(OC2=C1C(=CC(=C2C3C(C(OC4=CC(=CC(=C34)O)O)C5=CC(=C(C=C5)O)O)O)O)O)C6=CC(=C(C=C6)O)O)O	1	577.134	specs_ms.pklbin	CCMSLIB00000222143	836319	UPDATE-SINGLE-ANNOTATED-BRONZE	 	specs_ms.pklbin
566	[M+H]	7084-24-4	1	ReSpect:PT208360 cyanidin-3-glucoside chloride|Cynd-3-Glc|Kuromanin|Asterin|Chrysanthemin|Chrysontemin|Glucocyanidin|Cyanidin 3-beta-glucopyranoside|3,3',4',5,7-Pentahydroxyflavylium chloride, 3-glucoside|(2S,3R,4S,5S	Isolated	ReSpect	0.0	1/C21H20O11/c22-7-16-17(27)18(28)19(29)21(32-16)31-15-6-10-12(25)4-9(23)5-14(10)30-20(15)8-1-2-11(24)13(26)3-8/h1-6,16-19,21-22,27-29H,7H2,(H3-,23,24,25,26)/p+1/t16-,17-,18+,19-,21-/m1/s1/fC21H21O11/h23-26H/q+1	N/A	LC-Q-TOF/MS	Positive	ESI	447.093	lib-00007.mgf	Bronze	3	0.889941	0.887351	0.000396729	RESPECT	Putative ReSpect Match	447.093	N/A	0	6	C1=CC(=C(C=C1C2=C(C=C3C(=CC(=CC3=[O+]2)O)O)OC4C(C(C(C(O4)CO)O)O)O)O)O	1	447.093	specs_ms.pklbin	CCMSLIB00000222352	451036	UPDATE-SINGLE-ANNOTATED-BRONZE	 	specs_ms.pklbin
813	M-H	491-70-3	-1	Luteolin	Commercial	Denise Silva	0.0	InChI=1S/C15H10O6/c16-8-4-11(19)15-12(20)6-13(21-14(15)5-8)7-1-2-9(17)10(18)3-7/h1-6,16-19H	 	qTof	Negative	DI-ESI	285.035	lib-00010.mgf	Bronze	3	0.888323	15.6316	0.00445557	GNPS-LIBRARY	Norberto Lopes	285.035	 	0	8	O=C1C2=C(C=C(C=C2OC(C3=CC=C(C(O)=C3)O)=C1)O)O	1	285.039	specs_ms.pklbin	CCMSLIB00000077233	208719	UPDATE-SINGLE-ANNOTATED-BRONZE	 	specs_ms.pklbin
378	M-H	n/a	1	NCGC00180770-02!3-[(2S,3R,4S,5R,6R)-3,5-dihydroxy-6-(hydroxymethyl)-4-[(2S,3R,4R,5R,6S)-3,4,5-trihydroxy-6-methyloxan-2-yl]oxyoxan-2-yl]oxy-5,7-dihydroxy-2-(4-hydroxyphenyl)chromen-4-one	isolated	lfnothias	594.158	InChI=1S/C27H30O15/c1-9-17(32)20(35)21(36)26(38-9)41-24-18(33)15(8-28)40-27(22(24)37)42-25-19(34)16-13(31)6-12(30)7-14(16)39-23(25)10-2-4-11(29)5-3-10/h2-7,9,15,17-18,20-22,24,26-33,35-37H,8H2,1H3/t9-,15+,17-,18+,20+,21+,22+,24-,26-,27-/m0/s1	N/A	Maxis II HD Q-TOF Bruker	negative	LC-ESI	593.151	lib-00017.mgf	Gold	1	0.884869	0.617399	0.000366211	GNPS-NIH-NATURALPRODUCTSLIBRARY_ROUND2_NEGATIVE	Jadhav/Dorrestein	593.151	n/a	0	7	C[C@@H]1O[C@@H](O[C@H]2[C@H](O)[C@@H](CO)O[C@@H](OC3=C(OC4=C(C3=O)C(O)=CC(O)=C4)C5=CC=C(O)C=C5)[C@@H]2O)[C@H](O)[C@H](O)[C@H]1O	1	593.151	specs_ms.pklbin	CCMSLIB00000846295	2.86884e+06	UPDATE-SINGLE-ANNOTATED-GOLD	 	specs_ms.pklbin
2413	M+FA-H	n/a	1	NCGC00380867-01_C27H46O9_9,12,15-Octadecatrienoic acid, 3-(hexopyranosyloxy)-2-hydroxypropyl ester, (9Z,12Z,15Z)-	isolated	lfnothias	514.314	InChI=1S/C27H46O9/c1-2-3-4-5-6-7-8-9-10-11-12-13-14-15-16-17-23(30)34-19-21(29)20-35-27-26(33)25(32)24(31)22(18-28)36-27/h3-4,6-7,9-10,21-22,24-29,31-33H,2,5,8,11-20H2,1H3/b4-3-,7-6-,10-9-	N/A	Maxis II HD Q-TOF Bruker	negative	LC-ESI	559.312	lib-00017.mgf	Gold	1	0.883159	0.654752	0.000366211	GNPS-NIH-NATURALPRODUCTSLIBRARY_ROUND2_NEGATIVE	Jadhav/Dorrestein	559.312	n/a	0	6	CC\C=C/C/C=C\C\C=C/CCCCCCCC(=O)OCC(O)COC1OC(CO)C(O)C(O)C1O	1	559.312	specs_ms.pklbin	CCMSLIB00000850535	326652	UPDATE-SINGLE-ANNOTATED-GOLD	 	specs_ms.pklbin
2459	[M+H]	7084-24-4	1	ReSpect:PT208360 cyanidin-3-glucoside chloride|Cynd-3-Glc|Kuromanin|Asterin|Chrysanthemin|Chrysontemin|Glucocyanidin|Cyanidin 3-beta-glucopyranoside|3,3',4',5,7-Pentahydroxyflavylium chloride, 3-glucoside|(2S,3R,4S,5S	Isolated	ReSpect	0.0	1/C21H20O11/c22-7-16-17(27)18(28)19(29)21(32-16)31-15-6-10-12(25)4-9(23)5-14(10)30-20(15)8-1-2-11(24)13(26)3-8/h1-6,16-19,21-22,27-29H,7H2,(H3-,23,24,25,26)/p+1/t16-,17-,18+,19-,21-/m1/s1/fC21H21O11/h23-26H/q+1	N/A	LC-Q-TOF/MS	Positive	ESI	447.093	lib-00007.mgf	Bronze	3	0.882582	2.45728	0.00109863	RESPECT	Putative ReSpect Match	447.093	N/A	0	6	C1=CC(=C(C=C1C2=C(C=C3C(=CC(=CC3=[O+]2)O)O)OC4C(C(C(C(O4)CO)O)O)O)O)O	1	447.092	specs_ms.pklbin	CCMSLIB00000222352	317469	UPDATE-SINGLE-ANNOTATED-BRONZE	 	specs_ms.pklbin
984	M-H	140603	1	Spectral Match to Decylbenzenesulfonic acid from NIST14	Isolated	Data deposited by mjmeehan	0.0	N/A	N/A	QqQ	Negative	ESI	297.141	lib-00024.mgf	Bronze	3	0.882004	37.487	0.0111389	GNPS-NIST14-MATCHES	Data from Kimberly Prather	297.141	N/A	0	6	N/A	1	297.152	specs_ms.pklbin	CCMSLIB00003139509	238728	UPDATE-SINGLE-ANNOTATED-BRONZE	 	specs_ms.pklbin
2034	[M+H]	20315-25-7	1	ReSpect:PT204590 Procyanidin B1|(-)-Epicatechin-(4-beta-8)-(+)-catechin|cis,trans''-4,8''-Bi-(3,3',4',5,7-pentahydroxyflavane)|(2R,3R,4R)-2-(3,4-dihydroxyphenyl)-4-[(2R,3S)-2-(3,4-dihydroxyphenyl)-3,5,7-trihydroxychro	Isolated	ReSpect	0.0	1/C30H26O12/c31-13-7-20(37)24-23(8-13)41-29(12-2-4-16(33)19(36)6-12)27(40)26(24)25-21(38)10-17(34)14-9-22(39)28(42-30(14)25)11-1-3-15(32)18(35)5-11/h1-8,10,22,26-29,31-40H,9H2/t22-,26+,27+,28+,29+/m0/s1	N/A	LC-Q-TOF/MS	Positive	ESI	577.135	lib-00007.mgf	Bronze	3	0.880985	2.32662	0.00134277	RESPECT	Putative ReSpect Match	577.135	N/A	0	13	C1C(C(OC2=C1C(=CC(=C2C3C(C(OC4=CC(=CC(=C34)O)O)C5=CC(=C(C=C5)O)O)O)O)O)C6=CC(=C(C=C6)O)O)O	1	577.134	specs_ms.pklbin	CCMSLIB00000222143	639530	UPDATE-SINGLE-ANNOTATED-BRONZE	 	specs_ms.pklbin
2873	[M+H]	20315-25-7	1	ReSpect:PT204590 Procyanidin B1|(-)-Epicatechin-(4-beta-8)-(+)-catechin|cis,trans''-4,8''-Bi-(3,3',4',5,7-pentahydroxyflavane)|(2R,3R,4R)-2-(3,4-dihydroxyphenyl)-4-[(2R,3S)-2-(3,4-dihydroxyphenyl)-3,5,7-trihydroxychro	Isolated	ReSpect	0.0	1/C30H26O12/c31-13-7-20(37)24-23(8-13)41-29(12-2-4-16(33)19(36)6-12)27(40)26(24)25-21(38)10-17(34)14-9-22(39)28(42-30(14)25)11-1-3-15(32)18(35)5-11/h1-8,10,22,26-29,31-40H,9H2/t22-,26+,27+,28+,29+/m0/s1	N/A	LC-Q-TOF/MS	Positive	ESI	577.135	lib-00007.mgf	Bronze	3	0.878654	1.9036	0.00109863	RESPECT	Putative ReSpect Match	577.135	N/A	0	13	C1C(C(OC2=C1C(=CC(=C2C3C(C(OC4=CC(=CC(=C34)O)O)C5=CC(=C(C=C5)O)O)O)O)O)C6=CC(=C(C=C6)O)O)O	1	577.134	specs_ms.pklbin	CCMSLIB00000222143	2.39155e+06	UPDATE-SINGLE-ANNOTATED-BRONZE	 	specs_ms.pklbin
718	M-H	526-99-8	0	GALACTARATE	Commercial standard	Prasad	210.038	N/A	N/A	Q-Exactive Plus	Negative	LC-ESI	209.03	lib-00012.mgf	Gold	1	0.878637	3.21192	0.000671387	GNPS-EMBL-MCF	Alexandrov Theodore	209.03	3037582	0	7	C(C(C(C(=O)O)O)O)(C(C(=O)O)O)O	1	209.029	specs_ms.pklbin	CCMSLIB00000578199	31806.9	UPDATE-SINGLE-ANNOTATED-GOLD	 	specs_ms.pklbin
450	M-H	n/a	1	NCGC00179887-02!3-[(2S,3R,4S,5R,6R)-6-[[(2R,3R,4R,5S,6S)-3,5-dihydroxy-6-methyl-4-[(2S,3R,4R,5R,6S)-3,4,5-trihydroxy-6-methyloxan-2-yl]oxyoxan-2-yl]oxymethyl]-3,4,5-trihydroxyoxan-2-yl]oxy-2-(3,4-dihydroxyphenyl)-5-hydroxy-7-methoxychromen-4-one	isolated	lfnothias	770.227	InChI=1S/C34H42O20/c1-10-20(38)24(42)26(44)33(50-10)53-30-21(39)11(2)49-32(28(30)46)48-9-18-22(40)25(43)27(45)34(52-18)54-31-23(41)19-16(37)7-13(47-3)8-17(19)51-29(31)12-4-5-14(35)15(36)6-12/h4-8,10-11,18,20-22,24-28,30,32-40,42-46H,9H2,1-3H3/t10-,11-,18+,20-,21-,22-,24+,25-,26+,27+,28+,30+,32+,33-,34-/m0/s1	N/A	Maxis II HD Q-TOF Bruker	negative	LC-ESI	769.22	lib-00017.mgf	Gold	1	0.876825	2.5391	0.00195312	GNPS-NIH-NATURALPRODUCTSLIBRARY_ROUND2_NEGATIVE	Jadhav/Dorrestein	769.22	n/a	0	6	COC1=CC2=C(C(=O)C(O[C@@H]3O[C@H](CO[C@@H]4O[C@@H](C)[C@H](O)[C@@H](O[C@@H]5O[C@@H](C)[C@H](O)[C@@H](O)[C@H]5O)[C@H]4O)[C@H](O)[C@H](O)[C@H]3O)=C(O2)C6=CC(O)=C(O)C=C6)C(O)=C1	1	769.218	specs_ms.pklbin	CCMSLIB00000845964	106129	UPDATE-SINGLE-ANNOTATED-GOLD	 	specs_ms.pklbin
704	M-H	n/a	1	NCGC00385142-01![(2S,3R,4R,5R,6S)-2-[5,7-dihydroxy-4-oxo-2-(3,4,5-trihydroxyphenyl)chromen-3-yl]oxy-4,5-dihydroxy-6-methyloxan-3-yl] 3,4,5-trihydroxybenzoate	isolated	lfnothias	616.106	InChI=1S/C28H24O16/c1-8-19(35)23(39)26(43-27(40)10-4-15(33)21(37)16(34)5-10)28(41-8)44-25-22(38)18-12(30)6-11(29)7-17(18)42-24(25)9-2-13(31)20(36)14(32)3-9/h2-8,19,23,26,28-37,39H,1H3/t8-,19-,23+,26+,28-/m0/s1	N/A	Maxis II HD Q-TOF Bruker	negative	LC-ESI	615.099	lib-00017.mgf	Gold	1	0.873519	1.38919	0.000854492	GNPS-NIH-NATURALPRODUCTSLIBRARY_ROUND2_NEGATIVE	Jadhav/Dorrestein	615.099	n/a	0	8	C[C@@H]1O[C@@H](OC2=C(OC3=CC(O)=CC(O)=C3C2=O)C4=CC(O)=C(O)C(O)=C4)[C@H](OC(=O)C5=CC(O)=C(O)C(O)=C5)[C@H](O)[C@H]1O	1	615.098	specs_ms.pklbin	CCMSLIB00000845232	1.03183e+07	UPDATE-SINGLE-ANNOTATED-GOLD	 	specs_ms.pklbin
177	M-H	138798	0	N-ACETYL-D-TRYPTOPHAN	Commercial standard	Prasad	246.1	N/A	N/A	Q-Exactive Plus	Negative	LC-ESI	245.093	lib-00012.mgf	Gold	1	0.873064	1.36966	0.000335693	GNPS-EMBL-MCF	Alexandrov Theodore	245.093	439917	0	11	O=C([C@@H](Cc1c[nH]c2c1cccc2)NC(C)=O)O	1	245.093	specs_ms.pklbin	CCMSLIB00000578154	2.54852e+06	UPDATE-SINGLE-ANNOTATED-GOLD	 	specs_ms.pklbin
207	[M-H]-	N/A	1	MoNA:2871079 (+/-)-Catechin	isolated	MoNA	0.0	InChI=1S/C15H14O6/c16-8-4-11(18)9-6-13(20)15(21-14(9)5-8)7-1-2-10(17)12(19)3-7/h1-5,13,15-20H,6H2	N/A	LC-ESI-QTOF	 	LC-ESI-QTOF	289.072	lib-00023.mgf	Bronze	3	0.871697	4.43398	0.00128174	MONA	MoNA	289.072	N/A	0	10	N/A	1	289.071	specs_ms.pklbin	CCMSLIB00000569339	11467	UPDATE-SINGLE-ANNOTATED-BRONZE	 	specs_ms.pklbin
1119	[M+H]	117-39-5	1	ReSpect:PT204090 Quercetin|Quer|3,3',4',5,7-pentahydroxyflavone|Flavin meletin|Kvercetin|Meletin|Quercetol|Quercetine|Quertine|Quercitin|Sophoretin|Xanthaurine|3',4',5,7-Tetrahydroxyflavan-3-ol|2-(3,4-Dihydroxyphenyl)	Isolated	ReSpect	0.0	1/C15H10O7/c16-7-4-10(19)12-11(5-7)22-15(14(21)13(12)20)6-1-2-8(17)9(18)3-6/h1-5,16-19,21H	N/A	LC-Q-TOF/MS	Positive	ESI	301.035	lib-00007.mgf	Bronze	3	0.869234	3.34539	0.00100708	RESPECT	Putative ReSpect Match	301.035	N/A	0	7	C1=CC(=C(C=C1C2=C(C(=O)C3=C(C=C(C=C3O2)O)O)O)O)O	1	301.034	specs_ms.pklbin	CCMSLIB00000222056	38592.5	UPDATE-SINGLE-ANNOTATED-BRONZE	 	specs_ms.pklbin
1016	M-H	n/a	1	NCGC00384958-01!2-(3,4-dihydroxyphenyl)-5,7-dihydroxy-3-[(2S,3R,4S,5S)-4-hydroxy-5-(hydroxymethyl)-3-[(2S,3R,4S,5R)-3,4,5-trihydroxyoxan-2-yl]oxyoxolan-2-yl]oxychromen-4-one	isolated	lfnothias	566.127	InChI=1S/C25H26O15/c26-6-15-18(33)23(40-24-20(35)17(32)13(31)7-36-24)25(38-15)39-22-19(34)16-12(30)4-9(27)5-14(16)37-21(22)8-1-2-10(28)11(29)3-8/h1-5,13,15,17-18,20,23-33,35H,6-7H2/t13-,15+,17+,18+,20-,23-,24+,25+/m1/s1	N/A	Maxis II HD Q-TOF Bruker	negative	LC-ESI	565.12	lib-00017.mgf	Gold	1	0.867512	0.324012	0.000183105	GNPS-NIH-NATURALPRODUCTSLIBRARY_ROUND2_NEGATIVE	Jadhav/Dorrestein	565.12	n/a	0	8	OC[C@@H]1O[C@@H](OC2=C(OC3=CC(O)=CC(O)=C3C2=O)C4=CC(O)=C(O)C=C4)[C@H](O[C@@H]5OC[C@@H](O)[C@H](O)[C@H]5O)[C@H]1O	1	565.12	specs_ms.pklbin	CCMSLIB00000845986	7.6359e+06	UPDATE-SINGLE-ANNOTATED-GOLD	 	specs_ms.pklbin
1454	M-H	526-99-8	0	GALACTARATE	Commercial standard	Prasad	210.038	N/A	N/A	Q-Exactive Plus	Negative	LC-ESI	209.03	lib-00012.mgf	Gold	1	0.863314	8.61377	0.00180054	GNPS-EMBL-MCF	Alexandrov Theodore	209.03	3037582	0	8	C(C(C(C(=O)O)O)O)(C(C(=O)O)O)O	1	209.032	specs_ms.pklbin	CCMSLIB00000578199	96013.2	UPDATE-SINGLE-ANNOTATED-GOLD	 	specs_ms.pklbin
430	[M+H]	5041-82-7	1	ReSpect:PT204193 isorhamnetin-3-O-glucoside|Isor-3-Glc|Isorhamnetin-3-beta-D-galactopyranoside|5,7-dihydroxy-2-(4-hydroxy-3-methoxyphenyl)-3-[(2S,3R,4S,5S,6R)-3,4,5-trihydroxy-6-(hydroxymethyl)oxan-2-yl]oxychromen-4-o	Isolated	ReSpect	0.0	1/C22H22O12/c1-31-12-4-8(2-3-10(12)25)20-21(17(28)15-11(26)5-9(24)6-13(15)32-20)34-22-19(30)18(29)16(27)14(7-23)33-22/h2-6,14,16,18-19,22-27,29-30H,7H2,1H3/t14-,16-,18+,19-,22+/m1/s1	N/A	LC-Q-TOF/MS	Positive	ESI	477.103	lib-00007.mgf	Bronze	3	0.862037	0.895501	0.000427246	RESPECT	Putative ReSpect Match	477.103	N/A	0	6	COC1=C(C=CC(=C1)C2=C(C(=O)C3=C(C=C(C=C3O2)O)O)OC4C(C(C(C(O4)CO)O)O)O)O	1	477.103	specs_ms.pklbin	CCMSLIB00000222077	500092	UPDATE-SINGLE-ANNOTATED-BRONZE	 	specs_ms.pklbin
2997	M-H	38953-85-4	1	Isovitexin	Isolated	Denise Silva	432.106	InChI=1S/C21H20O10/c22-7-14-17(26)19(28)20(29)21(31-14)16-11(25)6-13-15(18(16)27)10(24)5-12(30-13)8-1-3-9(23)4-2-8/h1-6,14,17,19-23,25-29H,7H2/t14-,17-,19+,20-,21+/m1/s1	N/A	qTof	Negative	DI-ESI	431.114	lib-00010.mgf	Bronze	3	0.858154	39.2164	0.0169067	GNPS-LIBRARY	Norberto Lopes	431.114	N/A	0	8	O=C1C2=C(O)C([C@H]3[C@H](O)[C@@H](O)[C@H](O)[C@@H](CO)O3)=C(O)C=C2OC(C4=CC=C(O)C=C4)=C1	1	431.097	specs_ms.pklbin	CCMSLIB00000081704	3.03049e+06	UPDATE-SINGLE-ANNOTATED-BRONZE	 	specs_ms.pklbin
3044	M-H	n/a	1	NCGC00385459-01!(3R,4R,5R)-3-hydroxy-4,5-bis[(3,4,5-trihydroxybenzoyl)oxy]cyclohexene-1-carboxylic acid	isolated	lfnothias	478.075	InChI=1S/C21H18O13/c22-10-2-8(3-11(23)16(10)27)20(31)33-15-6-7(19(29)30)1-14(26)18(15)34-21(32)9-4-12(24)17(28)13(25)5-9/h1-5,14-15,18,22-28H,6H2,(H,29,30)/t14-,15-,18-/m1/s1	N/A	Maxis II HD Q-TOF Bruker	negative	LC-ESI	477.068	lib-00017.mgf	Gold	1	0.854312	3.64623	0.0017395	GNPS-NIH-NATURALPRODUCTSLIBRARY_ROUND2_NEGATIVE	Jadhav/Dorrestein	477.068	n/a	0	7	O[C@@H]1C=C(C[C@@H](OC(=O)C2=CC(O)=C(O)C(O)=C2)[C@@H]1OC(=O)C3=CC(O)=C(O)C(O)=C3)C(O)=O	1	477.066	specs_ms.pklbin	CCMSLIB00000846641	174719	UPDATE-SINGLE-ANNOTATED-GOLD	 	specs_ms.pklbin
2731	M-H	n/a	1	NCGC00380582-01![(2R,3S,4S,5R,6S)-6-[3,5-dihydroxy-4-[3-(4-hydroxyphenyl)propanoyl]phenoxy]-3,4,5-trihydroxyoxan-2-yl]methyl 3,4,5-trihydroxybenzoate	isolated	lfnothias	588.148	InChI=1S/C28H28O14/c29-14-4-1-12(2-5-14)3-6-16(30)22-17(31)9-15(10-18(22)32)41-28-26(38)25(37)24(36)21(42-28)11-40-27(39)13-7-19(33)23(35)20(34)8-13/h1-2,4-5,7-10,21,24-26,28-29,31-38H,3,6,11H2/t21-,24-,25+,26-,28-/m1/s1	N/A	Maxis II HD Q-TOF Bruker	negative	LC-ESI	587.141	lib-00017.mgf	Gold	1	0.853865	5.0937	0.00299072	GNPS-NIH-NATURALPRODUCTSLIBRARY_ROUND2_NEGATIVE	Jadhav/Dorrestein	587.141	n/a	0	9	O[C@@H]1[C@@H](COC(=O)C2=CC(O)=C(O)C(O)=C2)O[C@@H](OC3=CC(O)=C(C(=O)CCC4=CC=C(O)C=C4)C(O)=C3)[C@H](O)[C@H]1O	1	587.138	specs_ms.pklbin	CCMSLIB00000846315	102284	UPDATE-SINGLE-ANNOTATED-GOLD	 	specs_ms.pklbin
62	M-H	23666-13-9	-1	Vicenin-2	Isolated	Denise Silva	594.159	InChI=1S/C27H30O15/c28-6-12-17(32)21(36)23(38)26(41-12)15-19(34)14-10(31)5-11(8-1-3-9(30)4-2-8)40-25(14)16(20(15)35)27-24(39)22(37)18(33)13(7-29)42-27/h1-5,12-13,17-18,21-24,26-30,32-39H,6-7H2/t12-,13-,17?,18?,21+,22 ,23-,24-,26-,27?/m1/s1	 	qTof	Negative	DI-ESI	593.14	lib-00010.mgf	Bronze	3	0.853225	17.802	0.0105591	GNPS-LIBRARY	Norberto Lopes	593.14	 	0	13	O[C@H]1C(C2=C3C(C(C=C(C4=CC=C(O)C=C4)O3)=O)=C(O)C([C@H]5O[C@H](CO)C(O)[C@H](O)[C@H]5O)=C2O)O[C@H](CO)C(O)[C@@H]1O	1	593.151	specs_ms.pklbin	CCMSLIB00000077238	1.56932e+06	UPDATE-SINGLE-ANNOTATED-BRONZE	 	specs_ms.pklbin
2921	M-H	n/a	1	NCGC00380722-01![(2S,3R,4S,5S,6R)-4,5-dihydroxy-6-(hydroxymethyl)-2-[2,4,6-trihydroxy-3-(4-hydroxybenzoyl)phenyl]oxan-3-yl] 4-hydroxybenzoate	isolated	lfnothias	528.127	InChI=1S/C26H24O12/c27-10-17-21(33)23(35)25(38-26(36)12-3-7-14(29)8-4-12)24(37-17)19-16(31)9-15(30)18(22(19)34)20(32)11-1-5-13(28)6-2-11/h1-9,17,21,23-25,27-31,33-35H,10H2/t17-,21-,23+,24+,25-/m1/s1	N/A	Maxis II HD Q-TOF Bruker	negative	LC-ESI	527.12	lib-00017.mgf	Gold	1	0.85234	4.16844	0.00219727	GNPS-NIH-NATURALPRODUCTSLIBRARY_ROUND2_NEGATIVE	Jadhav/Dorrestein	527.12	n/a	0	11	OC[C@H]1O[C@H]([C@H](OC(=O)C2=CC=C(O)C=C2)[C@@H](O)[C@@H]1O)C3=C(O)C(C(=O)C4=CC=C(O)C=C4)=C(O)C=C3O	1	527.118	specs_ms.pklbin	CCMSLIB00000846194	817377	UPDATE-SINGLE-ANNOTATED-GOLD	 	specs_ms.pklbin
2182	[M-H]-	N/A	1	MoNA:2899716 4',5,7-Trihydroxy-3'-methoxy-flavone	isolated	MoNA	0.0	InChI=1S/C16H12O6/c1-21-14-4-8(2-3-10(14)18)13-7-12(20)16-11(19)5-9(17)6-15(16)22-13/h2-7,17-19H,1H3	N/A	LC-ESI-QTOF	 	LC-ESI-QTOF	299.056	lib-00023.mgf	Bronze	3	0.845704	6.02074	0.00180054	MONA	MoNA	299.056	N/A	0	9	N/A	1	299.054	specs_ms.pklbin	CCMSLIB00000569380	17640.6	UPDATE-SINGLE-ANNOTATED-BRONZE	 	specs_ms.pklbin
1185	M-H	N/A	1	PE(16:0/0:0); [M-H]- C21H43N1O7P1	Commercial	Thomas Metz	0.0	N/A	N/A	HCD; Lumos	Negative	LC-ESI	453.286	lib-00019.mgf	Gold	1	0.844728	12.9938	0.00588989	PNNL-LIPIDS-NEGATIVE	Thomas Metz	453.286	N/A	0	6	N/A	1	453.28	specs_ms.pklbin	CCMSLIB00003087767	40527.8	UPDATE-SINGLE-ANNOTATED-GOLD	 	specs_ms.pklbin
